,arc,naa,nbv,nlth,nvi
7698,"E a peleja se agravou contra Saul, e os flecheiros o alcançaram; e muito temeu por causa dos flecheiros.",A batalha se intensificou contra Saul. Os flecheiros o avistaram e ele foi ferido gravemente.,O combate agravouse cada vez mais contra Saul. Os que atiravam flechas com arco viram onde Saul estava; eles o alcançaram e o atingiram.,A luta estava feroz em volta de Saul. Ele foi atingido por flechas inimigas e ficou muito ferido.,"O combate foi ficando cada vez mais violento em torno de Saul, até que os flecheiros o alcançaram e o feriram gravemente."
29141,"Tu o fizeste um pouco menor do que os anjos, de glória e de honra o coroaste e o constituíste sobre as obras de tuas mãos.","Fizeste-o, por um pouco, menor do que os anjos e de glória e de honra o coroaste.","Porque embora o tivesse feito, durante pouco tempo, menos do que os anjos, agora o coroou de glória e de honra.","Tu o colocaste por pouco tempo em posição inferior à dos anjos, tu lhe deste a glória e a honra de um rei",Tu o fizeste um pouco menor do que os anjos e o coroaste de glória e de honra;
10491,"E disse Davi a Ornã: Dá-me este lugar da eira, para edificar nele um altar ao SENHOR; dá-mo pelo seu valor, para que cesse este castigo sobre o povo.","Davi disse a Ornã: — Dê-me este lugar da eira, a fim de edificar nele um altar ao SENHOR, para que cesse a praga de sobre o povo. Venda-me este lugar pelo seu devido valor.","E Davi disse a Araúna: “Vim comprar este terreno e desejo pagar um preço justo. Quero construir nele um altar para o SENHOR, para que a peste acabe sobre o povo”.","Então Davi lhe disse: — Quero que você me venda o seu terreiro de malhar cereais a fim de que eu construa nele um altar para Deus, o SENHOR, e assim a peste acabe. Eu pagarei um preço justo por ele.","E Davi lhe pediu: “Ceda-me o terreno da sua eira para eu construir um altar em honra ao SENHOR, para que cesse a praga sobre o povo. Venda-me o terreno pelo preço justo”."
29374,"E já vos esquecestes da exortação que argumenta convosco como filhos: Filho meu, não desprezes a correção do Senhor e não desmaies quando, por ele, fores repreendido;","E vocês se esqueceram da exortação que lhes é dirigida, como a filhos: “Filho meu, não despreze a correção que vem do Senhor, nem desanime quando você é repreendido por ele;","E já esqueceram completamente as palavras animadoras que Deus falou a vocês, que são seus filhos? Ele disse: “Meu filho, não despreze a disciplina do Senhor. Não fique desanimado quando ele repreender você.","Será que vocês já esqueceram as palavras de encorajamento que Deus lhes disse, como se vocês fossem filhos dele? Pois ele disse: “Preste atenção, meu filho, quando o Senhor o castiga, e não se desanime quando ele o repreende.","Vocês se esqueceram da palavra de ânimo que ele dirige a vocês como a filhos: “Meu filho, não despreze a disciplina do Senhor nem se magoe com a sua repreensão,"
25580,"Muito tenho que dizer e julgar de vós, mas aquele que me enviou é verdadeiro; e o que dele tenho ouvido, isso falo ao mundo.","Muitas coisas tenho para falar e julgar a respeito de vocês. Porém aquele que me enviou é verdadeiro, de modo que as coisas que dele ouvi, essas digo ao mundo.","Eu poderia julgar vocês por muitas coisas, e ensinar-lhes muitas coisas, mas não farei isso, porque digo apenas o que ouvi daquele que me enviou”.","Existem muitas coisas a respeito de vocês das quais eu preciso falar e as quais eu preciso julgar. Porém quem me enviou é verdadeiro, e eu digo ao mundo somente o que ele me disse.","“Tenho muitas coisas para dizer e julgar a respeito de vocês. Pois aquele que me enviou merece confiança, e digo ao mundo aquilo que dele ouvi.”"
18879,"Procurai a paz da cidade para onde vos fiz transportar; e orai por ela ao SENHOR, porque, na sua paz, vós tereis paz.",Procurem a paz da cidade para onde eu os deportei e orem por ela ao SENHOR; porque na sua paz vocês terão paz.,"Trabalhem para a prosperidade e paz da cidade para a qual eu os deportei e orem em favor dela. Enquanto ela estiver em paz, vocês viverão em segurança.","Trabalhem para o bem da cidade para onde eu os mandei como prisioneiros. Orem a mim, pedindo em favor dela, pois, se ela estiver bem, vocês também estarão.","Busquem a prosperidade da cidade para a qual eu os deportei e orem ao SENHOR em favor dela, porque a prosperidade de vocês depende da prosperidade dela’."
19270,"Não fuja o ligeiro, e não escape o herói; para a banda do Norte, junto à borda do rio Eufrates, tropeçaram e caíram.","Aqueles que são ligeiros não podem fugir, e os valentes não conseguem escapar. No Norte, junto ao rio Eufrates, tropeçaram e caíram.”","“Os mais ligeiros não conseguem fugir, os mais fortes não escapam. No norte, junto ao rio Eufrates, eles tropeçam e caem.","Aqueles que correm depressa não podem escapar; os soldados não conseguem fugir. No Norte, perto do rio Eufrates, eles tropeçam e caem.","“O ágil não consegue fugir, nem o forte escapar. No norte, junto ao rio Eufrates, eles tropeçam e caem."
11029,E ele disse: Eu sairei e serei um espírito de mentira na boca de todos os seus profetas. E disse o Senhor: Tu o persuadirás e também prevalecerás; sai e faze-o assim.,Ele respondeu: “Sairei e serei um espírito mentiroso na boca de todos os profetas do rei.” Então o SENHOR disse: “Você conseguirá enganá-lo. Vá e faça assim.”,“Ele respondeu: ‘Eu serei um espírito mentiroso na boca de todos os profetas do rei!’ “Disse o SENHOR: ‘Isso dará certo; vá e engane-o’.,E o espírito respondeu: “Eu irei e farei com que todos os profetas de Acabe digam mentiras.” Então o SENHOR ordenou: “Vá e engane Acabe. Você conseguirá.”,“Ele respondeu: ‘Irei e serei um espírito mentiroso na boca de todos os profetas do rei’. “Disse o SENHOR: ‘Você conseguirá enganá-lo; vá e engane-o’.
19128,"Então, deu ordem o rei a Ebede-Meleque, o etíope, dizendo: Toma contigo daqui trinta homens e tira Jeremias, o profeta, do calabouço, antes que morra.","Então o rei deu ordem a Ebede-Meleque, o etíope, dizendo: — Leve com você trinta homens e tire da cisterna o profeta Jeremias, antes que morra.","Então o rei ordenou a Ebede-Meleque, o etíope: “Leve trinta homens sob as suas ordens e tire o profeta  de dentro do poço, antes que ele morra”.",Aí o rei deu ordem para Ebede-Meleque levar trinta homens dali e me tirar do poço antes que eu morresse.,"Então o rei ordenou a Ebede-Meleque, o etíope: “Leve com você três homens sob as suas ordens e retire o profeta  da cisterna antes que ele morra”."
24086,"porque será grande diante do Senhor, e não beberá vinho, nem bebida forte, e será cheio do Espírito Santo, já desde o ventre de sua mãe.","Pois ele será grande diante do Senhor, não beberá vinho nem bebida forte, e será cheio do Espírito Santo, já desde o ventre materno.","Pois ele será grande aos olhos do Senhor. Ele nunca deverá tocar em vinho ou bebida forte, e será cheio do Espírito Santo, antes mesmo do seu nascimento!",pois para o Senhor Deus ele será um grande homem. Ele não deverá beber vinho nem cerveja. Ele será cheio do Espírito Santo desde o nascimento,"pois será grande aos olhos do Senhor. Ele nunca tomará vinho nem bebida fermentada, e será cheio do Espírito Santo desde antes do seu nascimento."
22117,"E, falando-lhe outra vez, disse: Que são aqueles dois raminhos de oliveira que estão junto aos dois tubos de ouro e que vertem de si ouro?","E acrescentei uma segunda pergunta: — O que são aqueles dois ramos de oliveira que estão junto aos dois tubos de ouro, que vertem azeite dourado?","e sobre os dois ramos de oliveira pelos quais corria o azeite, que caía em duas vasilhas por dois tubos dourados.","E perguntei também: — E o que querem dizer os dois ramos da oliveira, que estão perto dos dois tubos de ouro por onde passa o azeite?",E perguntei também: O que significam estes dois ramos de oliveira ao lado dos dois tubos de ouro que derramam azeite dourado?
23467,"Assim, o Filho do Homem até do sábado é senhor.","Assim, o Filho do Homem é senhor também do sábado.","Assim, pois, o Filho do Homem tem autoridade até mesmo sobre o dia de sábado!”","Portanto, o Filho do Homem tem autoridade até mesmo sobre o sábado.","Assim, pois, o Filho do homem é Senhor até mesmo do sábado”."
25243,"E os que tinham sido enviados eram dos fariseus,","Ora, os que haviam sido enviados eram do grupo dos fariseus.",Então aqueles que foram enviados pelos fariseus,Os que foram enviados eram do grupo dos fariseus;,Alguns fariseus que tinham sido enviados
7436,"Assim, fez Jônatas aliança com a casa de Davi, dizendo: O SENHOR o requeira da mão dos inimigos de Davi.","Assim, Jônatas fez aliança com a casa de Davi, dizendo: — Que o SENHOR vingue os inimigos de Davi.","Assim Jônatas fez uma aliança com a família de Davi, dizendo: “Que o SENHOR vingue os inimigos de Davi”.","que nós não quebremos a promessa que fizemos um ao outro. Se você a quebrar, Deus o castigará.","Assim Jônatas fez uma aliança com a família de Davi, dizendo: “Que o SENHOR chame os inimigos de Davi para prestar contas”."
21005,"Ora, no mesmo instante, se chegaram alguns homens caldeus e acusaram os judeus.","No mesmo instante, alguns homens caldeus se aproximaram e acusaram os judeus.","Mas alguns astrólogos foram até onde estava o rei e acusaram os judeus de não adorarem a estátua,",Foi nessa hora que alguns astrólogos aproveitaram a ocasião para acusar os judeus.,"Nesse momento alguns astrólogos se aproximaram e denunciaram os judeus,"
21580,"Ouvi esta palavra que o SENHOR fala contra vós, filhos de Israel, contra toda a geração que fiz subir da terra do Egito, dizendo:","Ouçam a palavra que o SENHOR fala contra vocês, filhos de Israel, contra toda a família que ele tirou da terra do Egito. Ele diz:","Ouçam este julgamento! Ele é pronunciado pelo SENHOR contra vocês, ó israelitas; contra toda esta família que eu tirei do Egito:","Povo de Israel, escute o que o SENHOR Deus disse a respeito de vocês, o povo que ele tirou do Egito:","Ouçam esta palavra que o SENHOR falou contra vocês, ó israelitas; contra toda esta família que tirei do Egito:"
19828,"E levou-me à porta do átrio; então, olhei, e eis que havia um buraco na parede.","Ele me levou à entrada do átrio. Olhei, e eis que havia um buraco na parede.","Então me levou até a porta do pátio, onde havia um pequeno buraco na parede.",Ele me levou até a entrada do pátio de fora e me mostrou um buraco na parede.,Em seguida me levou para a entrada do pátio. Olhei e vi um buraco no muro.
5248,"O que saiu da tua boca guardarás e o farás, mesmo a oferta voluntária, assim como votaste ao SENHOR, teu Deus, e o declaraste pela tua boca.","O que proferiram os seus lábios, isso vocês têm de guardar e cumprir, porque livremente fizeram um voto ao SENHOR, seu Deus, com as palavras que disseram.","Uma vez que tenha feito voto, trate de cumprir tudo o que prometeu, com todo o cuidado! Lembre-se que foi você que tomou o propósito de fazer a promessa ou voto ao SENHOR, o seu Deus.","mas, se você, por vontade própria, fizer uma promessa, então deverá cumpri-la sem falta.","Faça tudo para cumprir o que os seus lábios prometeram, pois com a sua própria boca você fez, espontaneamente, o seu voto ao SENHOR, o seu Deus."
11743,"Depois dele, reparou Hananias, filho de Selemias, e Hanum, filho de Zalafe, o sexto, outra porção; depois deles reparou Mesulão, filho de Berequias, defronte da sua câmara.","Depois dele, Hananias, filho de Selemias, e Hanum, o sexto filho de Zalafe, repararam outro trecho. Depois deles, Mesulão, filho de Berequias, fez os reparos em frente de sua residência.","Em seguida Hananias, filho de Selemias e Hanum, o sexto filho de Zalafe, fez os reparos; e Mesulão, filho de Berequias, consertou o muro em frente à sua própria casa.","Hananias, filho de Selemias, e Hanum, o sexto filho de Zalafe, construíram o trecho seguinte. Este foi o segundo trecho que eles construíram; Mesulã, filho de Berequias, construiu o trecho seguinte, em frente da sua casa;","Depois, Hananias, filho de Selemias, e Hanum, filho de Zalafe, fez os reparos do outro trecho. Ao seu lado, Mesulão, filho de Berequias, fez os reparos em frente da sua moradia."
2771,"E daquele sangue porá sobre as pontas do altar, que está perante a face do SENHOR, na tenda da congregação; e todo o resto do sangue derramará à base do altar do holocausto, que está diante da porta da tenda da congregação.","Depois, porá um pouco daquele sangue sobre os chifres do altar que está diante do SENHOR, na tenda do encontro. Todo o restante do sangue ele derramará na base do altar do holocausto, que está à porta da tenda do encontro.","Depois ele porá sangue nas pontas do altar, diante do SENHOR, no Tabernáculo. Ele derramará o restante do sangue na base do altar das ofertas queimadas, na entrada do Tabernáculo.","Depois, ainda na presença do SENHOR, ele porá um pouco do sangue nas pontas do altar que está dentro da Tenda; o resto do sangue ele derramará na base do altar onde os sacrifícios são queimados, em frente da Tenda.","Porá o sangue nas pontas do altar que está perante o SENHOR na Tenda do Encontro e derramará todo o restante do sangue na base do altar dos holocaustos, na entrada da Tenda do Encontro."
