,src_sent,pred_sent,reference_nbv,reference_nlth,reference_naa,reference_nvi,bleu_score
663,"""E, quanto aos que de vós ficarem, eu meterei tal pavor no seu coração, nas terras dos seus inimigos, que o sonido duma folha movida os perseguirá; e fugirão como quem foge da espada; e cairão sem ninguém os perseguir.""
","""Quanto aos que de vocês ficarem, eu eu fiz com que os seus inimigos <unk> no seu coração, nas terras dos seus inimigos, que o som dos seus inimigos, e fugirão como os perseguir.""
","""“Quanto aos que sobreviverem nas terras dos seus inimigos, encherei o seu coração de tal pavor que fugirão assustados ao movimento de uma folha. Fugirão como se estivessem sendo perseguidos por homens armados de espadas, e cairão, sem que estejam sendo perseguidos por alguém.""
","""— Quanto aos que continuarem vivos em terras estrangeiras, eu farei com que eles fiquem com tanto medo, que até mesmo o som de folhas caindo no chão os fará fugir; fugirão como se viessem inimigos atrás deles e cairão sem que ninguém os persiga.""
","""Aqueles de vocês que sobreviverem, eu lhes meterei no coração uma ansiedade tal, nas terras dos seus inimigos, que o ruído de uma folha movida os perseguirá; fugirão como quem foge da espada; e cairão sem ninguém os perseguir.""
","""“Quanto aos que sobreviverem, eu lhes encherei o coração de tanto medo na terra do inimigo, que o som de uma folha levada pelo vento os porá em fuga. Correrão como quem foge da espada, e cairão, sem que ninguém os persiga.""
",33.83574757563691
664,"""e por baixo se ajuntarão e também em cima dele se ajuntarão numa argola. Assim se fará com as duas tábuas: ambas serão por tábuas para os dois cantos.""
","""e por baixo se ajuntarão e também em cima dele se ajuntarão numa argola. Assim se fará com as duas tábuas:
","""As armações dos cantos serão duplas. Em cada canto, as armações duplas ficarão ligadas em cima, pela primeira argola.""
","""Essas armações dos cantos deverão ser juntadas na base, formando uma só peça até a primeira argola que fica na parte de cima. As duas armações que formam os dois cantos deverão ser colocadas desse jeito.""
","""as quais, por baixo, estarão separadas, mas, em cima, se ajustarão à primeira argola; assim se fará com as duas tábuas; serão duas para cada um dos dois cantos.""
","""As armações nesses dois cantos serão duplas, desde a parte inferior até a superior, colocadas numa única argola; ambas serão assim.""
",26.29358210882986
665,"""Elas destruirão os muros de Tiro e derribarão as suas torres; e eu varrerei o seu pó e dela farei uma penha descalvada.""
","""Eles destruirão os muros de Tiro e destruirão as suas torres. E eu farei com que eles fossem uma rocha e dela farei uma rocha e dela farei uma rocha <unk>
","""Os inimigos destruirão os muros de Tiro, derrubarão as torres de guerra da cidade. Aí eu varrerei o chão onde ficava a cidade; nada haverá ali, a não ser uma rocha nua!""
","""Elas destruirão as muralhas da sua cidade e derrubarão as suas torres. Aí eu varrerei o pó e deixarei a rocha nua.""
","""Elas destruirão as muralhas de Tiro e derrubarão as suas torres; e eu varrerei o seu pó e farei dela uma rocha escalvada.""
","""Elas destruirão os muros de Tiro e derrubarão suas torres; eu espalharei o seu entulho e farei dela uma rocha nua.""
",21.599045619228136
666,"""E aconteceu que, ajuntando-se a congregação contra Moisés e Arão e virando-se para a tenda da congregação, eis que a nuvem a cobriu, e a glória do SENHOR apareceu.""
","""E aconteceu que, aconteceu que, aconteceu que a congregação e Arão e Arão e virando-se para a tenda do encontro, e a glória do SENHOR apareceu.""
","""Quando o povo se ajuntou contra Moisés e Arão e se voltou para o Tabernáculo, subitamente a nuvem cobriu o Tabernáculo e a glória do SENHOR apareceu.""
","""Depois que todos se reuniram para protestar contra Moisés e Arão, eles se viraram para a Tenda Sagrada e viram que a nuvem a estava cobrindo. Então a glória do SENHOR apareceu.""
","""Quando o povo se ajuntou contra Moisés e Arão, eles se viraram para a tenda do encontro. E eis que a nuvem a cobriu, e a glória do SENHOR apareceu.""
","""Quando, porém, a comunidade se ajuntou contra Moisés e contra Arão, e eles se voltaram para a Tenda do Encontro, repentinamente a nuvem a cobriu e a glória do SENHOR apareceu.""
",43.77121098094503
667,"""Eu, porém, ungi o meu Rei sobre o meu santo monte Sião.""
","""Eu, porém, ungi o meu Rei sobre o meu santo monte Sião.""
","""O SENHOR anuncia: “Eu mesmo escolhi o meu Rei! Coloquei o seu trono em Sião, no meu santo monte!”""
","""Ele diz: “Já coloquei o meu rei no trono lá em Sião, o meu monte santo.”""
","""“Eu constituí o meu Rei sobre o meu santo monte Sião.”""
","""“Eu mesmo estabeleci o meu rei em Sião, no meu santo monte”.""
",59.74970909115024
668,"""Então, Tamar tomou cinza sobre a sua cabeça, e a roupa de muitas cores que trazia rasgou, e pôs as mãos sobre a cabeça, e foi-se andando e clamando.""
","""Então Tamar tomou cinza sobre a cabeça de sua cabeça, e a roupa de muitas cores <unk> e pôs as mãos sobre a cabeça, e clamando.""
","""Em grande desespero, ela rasgou a sua túnica e colocou cinzas sobre a sua cabeça em sinal de tristeza; e com as mãos na cabeça saiu chorando em alta voz, angustiada.""
","""Aí ela pôs cinza na cabeça, rasgou o vestido e saiu gritando, cobrindo o rosto com as mãos.""
","""Então Tamar colocou cinza sobre a cabeça, rasgou a túnica talar de mangas compridas que vestia, pôs as mãos sobre a cabeça e saiu, andando e clamando.""
","""Tamar pôs cinza na cabeça, rasgou a túnica longa que estava usando e se pôs a caminho, com as mãos sobre a cabeça e chorando em alta voz.""
",38.102710380494415
669,"""E, tendo cantado um hino, saíram para o monte das Oliveiras.""
","""Então tendo cantado um hino, saíram para o monte das Oliveiras.""
","""E depois que cantaram um hino, saíram para o monte das Oliveiras.""
","""Então eles cantaram canções de louvor e foram para o monte das Oliveiras.""
","""E, tendo cantado um hino, saíram para o monte das Oliveiras.""
","""Depois de terem cantado um hino, saíram para o monte das Oliveiras.""
",84.15266720024049
670,"""Os lábios de justiça são o contentamento dos reis, e eles amarão o que fala coisas retas.""
","""Os lábios de justiça são o contentamento dos reis, e eles amarão a coisas <unk>
","""O rei se agrada nos lábios de justiça e eles dão valor ao que fala a verdade.""
","""O rei se alegra em ouvir a verdade e ama os que dizem coisas certas.""
","""Os lábios justos são o contentamento do rei, e ele ama o que fala coisas retas.""
","""O rei se agrada dos lábios honestos e dá valor ao homem que fala a verdade.""
",13.78592993183042
671,"""Neste mesmo dia, parará em Nobe, acenará com a sua mão ao monte da filha de Sião, o outeiro de Jerusalém.""
","""O dia da filha de Sião, <unk> em Nobe, o monte de Sião, o monte de Jerusalém.""
","""Hoje mesmo os inimigos vão parar em Nobe para descansar. De lá eles ameaçam a cidade de Sião, a colina de Jerusalém.""
","""Hoje mesmo os inimigos chegam até a cidade de Nobe e dali ameaçam o monte Sião, a cidade de Jerusalém.""
","""Nesse mesmo dia, a Assíria parará em Nobe; agitará o punho fechado para o monte da filha de Sião, a colina de Jerusalém.""
","""Hoje eles vão parar em Nobe; sacudirão o punho para o monte da cidade de Sião, para a colina de Jerusalém.""
",29.486296661855093
672,"""E aconteceu que, tendo decorrido um ano, no tempo em que os reis saem para a guerra, enviou Davi a Joabe, e a seus servos com ele, e a todo o Israel, para que destruíssem os filhos de Amom e cercassem Rabá; porém Davi ficou em Jerusalém.""
","""No tempo em que os reis saem em que os reis saem para a guerra, enviou Joabe, e todo o Israel, para que destruíssem os filhos de Amom e todo o povo de Amom e todo o povo de Amom ficou em Jerusalém.""
","""Na primavera do ano seguinte, na época em que os reis se preparavam para as guerras, Davi enviou Joabe e o exército israelita para destruir os amonitas e cercar a cidade de Rabá. Mas Davi ficou em Jerusalém.""
","""Na primavera seguinte, época do ano em que os reis costumam sair para a guerra, Davi mandou que Joabe, os seus oficiais e o exército israelita fossem atacar os inimigos. Eles venceram os amonitas e cercaram a cidade de Rabá. Mas Davi ficou em Jerusalém.""
","""Decorrido um ano, no tempo em que os reis costumam sair para a guerra, Davi enviou Joabe, seus oficiais e todo o Israel. Eles destruíram os filhos de Amom e sitiaram a cidade de Rabá. Mas Davi ficou em Jerusalém.""
","""Na primavera, época em que os reis saíam para a guerra, Davi enviou para a batalha Joabe com seus oficiais e todo o exército de Israel; e eles derrotaram os amonitas e cercaram Rabá. Mas Davi permaneceu em Jerusalém.""
",34.72299979767617
673,"""E assim direis àquele próspero: Paz tenhas, e que a tua casa tenha paz, e tudo o que tens tenha paz!""
","""E assim vocês saberão que o próspero: Que a sua casa tenha paz e tudo o que você tem paz!""
","""Digam-lhe: ‘Paz seja com o senhor e a sua família! Que Deus faça prosperar você e sua família, e aumente muitas vezes tudo o que você possui!""
","""Mandou que dissessem o seguinte: “Meu caro amigo, Davi lhe manda saudações, desejando tudo de bom para o senhor, a sua família e tudo o que é seu.""
","""Digam àquele afortunado: “Paz para você, paz para a sua casa e paz para tudo o que é seu!""
","""Digam-lhe: Longa vida para o senhor! Muita paz para o senhor e sua família! E muita prosperidade para tudo o que é seu!""
",25.0737833894674
674,"""De sorte que todas as gerações, desde Abraão até Davi, são catorze gerações; e, desde Davi até a deportação para a Babilônia, catorze gerações; e, desde a deportação para a Babilônia até Cristo, catorze gerações.""
","""De fato, todas as gerações, desde Abraão até Davi, desde Abraão até Davi, desde Davi até a Babilônia, desde Davi até a Babilônia, catorze gerações.""
","""Assim houve quatorze gerações desde Abraão até o rei Davi; quatorze desde o tempo do rei Davi até o exílio, e quatorze desde o exílio até Cristo.""
","""Assim, houve catorze gerações desde Abraão até Davi, e catorze, desde Davi até que os israelitas foram levados para a Babilônia. Daí até o nascimento do Messias, também houve catorze gerações.""
","""Assim, todas as gerações, desde Abraão até Davi, são catorze; desde Davi até o exílio na Babilônia, catorze gerações; e desde o exílio na Babilônia até Cristo, catorze gerações.""
","""Assim, ao todo houve catorze gerações de Abraão a Davi, catorze de Davi até o exílio na Babilônia, e catorze do exílio até o Cristo.""
",49.24376844025453
675,"""Vivo eu, diz o Senhor JEOVÁ, que não fez Sodoma, tua irmã, ela e suas filhas, como fizeste tu e tuas filhas.""
","""Meu filho, diz o Soberano, o SENHOR, que não fez Sodoma, e suas filhas e suas filhas, como você e suas filhas.""
","""Juro pela minha vida, palavra do Soberano, o SENHOR, que Sodoma e suas filhas nunca pecaram como você e suas filhas pecaram.""
","""— Jerusalém, juro pela minha vida — diz o SENHOR Deus — que a sua irmã Sodoma e os povoados que ficam ao seu redor nunca pecaram tanto quanto você e os seus povoados.""
","""Tão certo como eu vivo, diz o SENHOR Deus, a sua irmã Sodoma e as filhas dela não fizeram o que você e as suas filhas fizeram.""
","""Juro pela minha vida, palavra do Soberano, o SENHOR, sua irmã Sodoma e as filhas dela jamais fizeram o que você e as suas filhas têm feito.""
",38.10048863884788
676,"""E vi os mortos, grandes e pequenos, que estavam diante do trono, e abriram-se os livros. E abriu-se outro livro, que é o da vida. E os mortos foram julgados pelas coisas que estavam escritas nos livros, segundo as suas obras.""
","""E vi os mortos, vi grandes e pequenos, que estavam diante do trono, e os livros. E os livros. E os mortos foram julgados por causa do que estavam escritas nos livros, segundo as suas obras.""
","""E vi os mortos, grandes e pequenos, em pé diante do trono; e foram abertos os livros, incluindo o Livro da Vida. E os mortos foram julgados de acordo com as coisas escritas nos livros, cada um de acordo com as obras que tinha praticado.""
","""Vi também os mortos, tanto os importantes como os humildes, que estavam de pé diante do trono. Foram abertos livros, e também foi aberto outro livro, o Livro da Vida . Os mortos foram julgados de acordo com o que cada um havia feito, conforme estava escrito nos livros.""
","""Vi também os mortos, os grandes e os pequenos, que estavam em pé diante do trono. Então foram abertos livros. Ainda outro livro, o Livro da Vida, foi aberto. E os mortos foram julgados, segundo as suas obras, conforme o que estava escrito nos livros.""
","""Vi também os mortos, grandes e pequenos, em pé diante do trono, e livros foram abertos. Outro livro foi aberto, o livro da vida. Os mortos foram julgados de acordo com o que tinham feito, segundo o que estava registrado nos livros.""
",46.30490591762856
677,"""E, quando o estrangeiro peregrinar convosco na vossa terra, não o oprimireis.""
","""E, quando o estrangeiro peregrinar na terra, não o oprimireis.""
","""“Não explorem os estrangeiros que vivem na terra de vocês.""
","""— Não maltratem os estrangeiros que vivem na terra de vocês.""
","""— Não oprimam o estrangeiro que peregrinar na terra de vocês.""
","""“Quando um estrangeiro viver na terra de vocês, não o maltratem.""
",13.834368456410946
678,"""E logo, aproximando-se de Jesus, disse: Eu te saúdo, Rabi. E beijou-o.""
","""Jesus se aproximou de Jesus e disse: — Eu o saúdo,
","""Então, naquela hora  veio diretamente a Jesus e disse: “Olá, Mestre!” e o beijou.""
","""foi até perto de Jesus e disse: — Mestre, que a paz esteja com o senhor! E o beijou.""
","""E logo, aproximando-se de Jesus,  disse: — Salve, Mestre! E o beijou.""
","""Dirigindo-se imediatamente a Jesus,  disse: “Salve, Mestre!”, e o beijou.""
",27.091430531233918
